path/symbol	source excerpt	semantic category	producer	consumer	proposed action	compatibility rationale	affected proof	source SHA-256
contracts/mission-planning.md:12	The default order is: Citadel request and discussion → attributable understanding	enclosing Citadel	Author/source at Git blob e1720818562ae6c43c20a9b7988ab9f29c1bc3ff	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	34e9729f166aa4443f892edd064de4cdd60852040b22f8b183c12d56f25103d0
contracts/mission-planning.md:36	Citadel preserves the exact Imperator request and conducts the direct interview	enclosing Citadel	Author/source at Git blob e1720818562ae6c43c20a9b7988ab9f29c1bc3ff	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	34e9729f166aa4443f892edd064de4cdd60852040b22f8b183c12d56f25103d0
contracts/mission-planning.md:74	spend permission indefinitely. Citadel presents an approval-ready proposal or	enclosing Citadel	Author/source at Git blob e1720818562ae6c43c20a9b7988ab9f29c1bc3ff	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	34e9729f166aa4443f892edd064de4cdd60852040b22f8b183c12d56f25103d0
contracts/mission-planning.md:90	implementation. New Citadel work must establish competent issuer/holder,	enclosing Citadel	Author/source at Git blob e1720818562ae6c43c20a9b7988ab9f29c1bc3ff	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	34e9729f166aa4443f892edd064de4cdd60852040b22f8b183c12d56f25103d0
contracts/mission-planning.md:120	Any external planning operation must cross La Cortine through Iron Gate and return through Lazaretto. Internal cognition does not continue inside a sortie. No raw external payload may be delivered directly into Citadel's planning proceeding, Curia or another internal cognitive proceeding.	enclosing Citadel	Author/source at Git blob e1720818562ae6c43c20a9b7988ab9f29c1bc3ff	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	34e9729f166aa4443f892edd064de4cdd60852040b22f8b183c12d56f25103d0
contracts/mission-planning.md:122	When personnel requirements are material, the competent planning authority (Citadel for new mission formation; Curia within an existing mission mandate) commissions Guildhall to determine the required professions and reconcile them against exact Garrison inventory facts. Guildhall returns a versioned Personnel Disposition identifying suitable admitted Personas available or unavailable, personnel gaps requiring Foundry construction, and the estimated cost, effort, dependencies, and uncertainty of filling those gaps. Garrison reports inventory facts; Guildhall determines suitability. The disposition informs planning and disclosure but authorizes neither construction nor deployment.	enclosing Citadel	Author/source at Git blob e1720818562ae6c43c20a9b7988ab9f29c1bc3ff	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	34e9729f166aa4443f892edd064de4cdd60852040b22f8b183c12d56f25103d0
contracts/mission-planning.md:124	When the mission may require a non-standard executive disposition, the competent planning holder prepares an exact Seneschal Suitability Demand under [`seneschal-suitability.md`](seneschal-suitability.md). Guildhall evaluates the standard Seneschal first unless the demand validly states otherwise, compares admitted Persona versions against the demand, and returns `standard_suitable`, `admitted_candidate_suitable`, `construction_required`, or `unresolved`. The existing suitability contract's Curia-specific issuer assumptions require an explicit competent mapping before Citadel can use this route. Merely formatting a demand from lawfully present material grants no evaluation or appointment aut	enclosing Citadel	Author/source at Git blob e1720818562ae6c43c20a9b7988ab9f29c1bc3ff	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	34e9729f166aa4443f892edd064de4cdd60852040b22f8b183c12d56f25103d0
contracts/oracle-augur-founding-activation.md:3	Oracle is a permanent Citadel Office, but it is not part of the closed Operator-root installation. Its resident Augur must enter through governed personnel production, Garrison admission, standing Profile approval, Conscription assembly on the canonical generic Officer substrate, and atomic Seat binding.	enclosing Citadel	Author/source at Git blob 7c08058a41938a081f69d1e43d4f37760b980904	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	e9dd13bdda92e9f3af82ccdb095e56a16bff642c5fc5ff098b6a3a0b61dd5376
contracts/planning-dossier.md:3	For new missions, Citadel owns the proposal and dossier under /contracts/citadel-mission-intake.md. For an existing mission, Curia retains its bounded dossier responsibilities. The competent mechanical service assembles one immutable dossier from an exact drafted Mission Plan turn, every planning-only proposed model binding, declared resource demand, and explicit execution-relevant disclosure. The dossier is rendered as one plain, consecutive `1…N` list for easy human reference; every displayed line also carries an exact digest. The dossier records facts, assumptions, unknowns, dependencies, personnel, tools, credentials, data, external operations, costs, time and retention limits, risks, co	enclosing Citadel	Author/source at Git blob fe17992d501356a96ffec558c6c2b1b15050e2a5	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	b2a126177ad3058231677dcc51b84a2308e94eebba35491ad9f739a434f81c98
contracts/planning-dossier.md:9	Reusing that checkpoint for Citadel requires an explicit producer/consumer and	enclosing Citadel	Author/source at Git blob fe17992d501356a96ffec558c6c2b1b15050e2a5	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	b2a126177ad3058231677dcc51b84a2308e94eebba35491ad9f739a434f81c98
contracts/planning-dossier.md:11	Initial Citadel proposal elaboration requires both attributable understanding	enclosing Citadel	Author/source at Git blob fe17992d501356a96ffec558c6c2b1b15050e2a5	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	b2a126177ad3058231677dcc51b84a2308e94eebba35491ad9f739a434f81c98
docs/citadel-authority-interface-acceptance.md:1	# Citadel authority interfaces — independent review	historical/sealed evidence	Author/source at Git blob 7b8ce48a3e348ac977da9cad565dbf17ff6b7e55	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	5e021c5f05ebac699403807387826fd656a905a12283fb0e9277e7666e2484c9
docs/citadel-authority-interface-acceptance.md:23	| Local branch | `codex/citadel-recruiter-garrison-authority-interfaces` |	historical/sealed evidence	Author/source at Git blob 7b8ce48a3e348ac977da9cad565dbf17ff6b7e55	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	5e021c5f05ebac699403807387826fd656a905a12283fb0e9277e7666e2484c9
docs/citadel-authority-interface-acceptance.md:37	`src/Command/CitadelAuthorityCommand.php` exposes six explicit modes. Complete preparation/structural inspection/refusing assessment returns exit 2; malformed or unsupported input returns exit 1 with a fixed public error and false readiness/activation/execution flags. No mode returns authority approval.	historical/sealed evidence	Author/source at Git blob 7b8ce48a3e348ac977da9cad565dbf17ff6b7e55	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	5e021c5f05ebac699403807387826fd656a905a12283fb0e9277e7666e2484c9
docs/citadel-authority-interface-acceptance.md:39	`Citadel/Authority/RecruiterEvidence.php` reads bounded bootstrap state under the existing `StateStore` cooperating-writer lock. It validates the supported historical T03/T04 shape, identities, generations, consumed commission and qualification digest, then emits a distinct allowlisted projection. Whole private state and arbitrary extra fields are excluded. `source_original_digest` remains null; authenticated provenance/currentness remain unavailable. A fresh comparison establishes equality at a local observation boundary, not legitimate incumbency or trust.	historical/sealed evidence	Author/source at Git blob 7b8ce48a3e348ac977da9cad565dbf17ff6b7e55	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	5e021c5f05ebac699403807387826fd656a905a12283fb0e9277e7666e2484c9
docs/citadel-authority-interface-acceptance.md:43	`Citadel/Authority/GarrisonAuthorityRequest.php` binds an unsigned request to the supplied occupancy digest, instance, actor/generation, prior-revision reference or unknown null, two exact power scopes, time terms and replay nonce. Existing observed powers remain true/false/null. Preparation writes no effective revision, consumes no authority and does not rewrite an occupancy. Incoming keys/signatures cannot establish their own issuer competence. `verifyRevision()` always returns refusal; `resolveForAdmission()` never returns an effective actor and throws `CAI036_AUTHENTIC_NATIVE_REVISION_RESOLVER_UNAVAILABLE`.	historical/sealed evidence	Author/source at Git blob 7b8ce48a3e348ac977da9cad565dbf17ff6b7e55	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	5e021c5f05ebac699403807387826fd656a905a12283fb0e9277e7666e2484c9
docs/citadel-authority-interface-acceptance.md:45	`Citadel/Authority/AuthorityInput.php` bounds explicit input size/depth, rejects duplicate JSON keys, wrappers/UNC paths and final-file symlinks, and supports fixed public errors. Its filesystem checks assume custodian-controlled parents; they are not the Python collector's Windows final-handle boundary. The public collector itself is byte-identical to the accepted version.	historical/sealed evidence	Author/source at Git blob 7b8ce48a3e348ac977da9cad565dbf17ff6b7e55	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	5e021c5f05ebac699403807387826fd656a905a12283fb0e9277e7666e2484c9
